z,mu,emu
0.08994,38.66201122224285,0.23349165693723192
0.09838,36.288461472146025,0.23100770314002775
0.12736,37.5544410765786,0.35023748540584876
0.13464,38.53701236762876,0.22619504265794366
0.15007,36.88019860535496,0.32901097113882666
0.15022,40.52273122415045,0.4571520862139493
0.1508,37.256918291263844,0.46201540628005583
0.15454,38.6467943948326,0.45715208621394915
0.16023,37.78949542705459,0.4571520862139491
0.16115,39.230807751994035,0.45239008531588637
0.16646,39.11143740557941,0.4571520862139492
0.17522,42.4642604895904,0.34651155471004164
0.17752,39.43017339978687,0.45239008531588765
0.17881,40.88841478576245,0.2386233417050833
0.17933,37.669629894984894,0.4669833138744648
0.17942,43.06430973497112,0.2360296097300281
0.18414,43.851278946610165,0.559657837504191
0.19178,40.051614481231496,0.4431576345951546
0.19294,36.76203797832056,0.3323682259463661
0.19514,39.535514130715626,0.339292563986916
0.19722,36.88807346661258,0.4523900853158882
0.19847,38.80066743012935,0.45239008531588826
0.2036,40.5835447038898,0.3787451877063244
0.20842,39.55951003081461,0.5714401077674365
0.21143,41.67410573851933,0.24959452982945457
0.21936,41.05511488580743,0.46201540628005583
0.22319,41.37659193777722,0.565487606644859
0.2245,40.93431568757336,0.4772466834101664
0.22909,39.30871325505041,0.34286406466046127
0.23152,40.9370439169509,0.33929256398691515
0.23994,38.38270952551636,0.46201540628005455
0.24655,40.0471690298487,0.35023748540584787
0.25632,41.18988136003384,0.35793501255762555
0.25646,41.41743047657826,0.4669833138744645
0.25868,40.51784750113006,0.2360296097300278
0.26027,42.159575111532945,0.35404441459504254
0.26234,37.31063001005484,0.33579470250251364
0.26284,38.70748538759736,0.5596578375041895
0.26374,39.980811687629114,0.35023748540584826
0.26492,43.61701936921912,0.4720592194600558
0.26504,43.4544913823583,0.5965583542627081
0.26612,41.79023787277475,0.5109346845920609
0.26703,38.305742667048264,0.5539470432439437
0.2695,39.7084753744187,0.4620154062800541
0.27027,40.516000503373846,0.3619120682527091
0.27263,42.81204729148777,0.3619120682527105
0.27268,39.237534921957234,0.3579350125576257
0.27298,41.56031775971806,0.5714401077674363
0.27421,41.259773193618685,0.4772466834101676
0.27526,42.40446659321026,0.57751925785007
0.27546,38.1754779365246,0.45239008531588765
0.27647,40.72442139667214,0.4669833138744642
0.27865,39.455262544395055,0.339292563986915
0.29114,40.90311289695299,0.3392925639869152
0.29144,41.78419297377806,0.2310077031400279
0.29245,40.34410703173714,0.35023748540584776
0.30355,43.30808951858339,0.4720592194600559
0.3064,44.68760158580403,0.3540444145950423
0.30691,38.90241414100342,0.23100770314002778
0.30705,40.46647098775679,0.3428640646604619
0.3089,37.73347508656019,0.44772627000335297
0.31352,41.28530052152345,0.35404441459504177
0.31818,42.558862827598745,0.487971327981182
0.31944,40.44489995273608,0.4620154062800558
0.32035,39.20868950538511,0.487971327981182
0.32085,40.52739928466568,0.4523900853158871
0.32129,40.95783015370668,0.35404441459504254
0.32173,40.248835879050176,0.3428640646604616
0.32393,40.58932563550664,0.5775192578500685
0.32517,43.50261985359569,0.5965583542627079
0.32755,41.0766895112651,0.5775192578500684
0.32957,41.443457116714,0.49351645670824096
0.33005,38.772844830825505,0.45715208621394837
0.33156,40.87264855290502,0.3659784959858856
0.3351,38.70530913751156,0.34651155471004175
0.35038,42.96521295757867,0.2585086201805069
0.35184,44.228179388960484,0.4935164567082412
0.35268,42.49131414722717,0.3428640646604614
0.35434,42.91217560471162,0.3502374854058485
0.35613,39.19784283613075,0.4571520862139486
0.35809,40.10479926503382,0.4620154062800555
0.35882,43.48463368431962,0.4669833138744647
0.359,40.43653622565469,0.2310077031400274
0.3597,40.89905237674111,0.3502374854058484
0.36071,41.88795102016644,0.5170172403610135
0.36242,43.4822500715008,0.4772466834101671
0.37456,41.91100438316508,0.4571520862139484
0.37747,41.776298263527536,0.3659784959858858
0.37853,41.83522945147482,0.24959452982945549
0.38266,40.38989051241364,0.46698331387446357
0.38352,40.83231379869494,0.23100770314002728
0.38511,42.133796478594576,0.48797132798118137
0.39113,39.317485307342565,0.5714401077674374
0.39202,42.28504181141582,0.46201540628005516
0.39866,42.61501669043383,0.4523900853158866
0.40004,42.73518206518932,0.37439179474418266
0.40139,40.2710638115546,0.2386233417050834
0.40388,39.97103169015429,0.4477262700033518
0.40596,39.39763216335379,0.44315763459515406
0.40629,40.05898027623107,0.22386313500167587
0.41371,43.04570503388112,0.5837291423430809
0.4196,40.38435254428276,0.577519257850069
0.43517,41.52667526825741,0.35793501255762555
0.43775,42.118687450748325,0.24398566399059107
0.44463,40.819507769452144,0.4571520862139484
0.45238,43.9018012957487,0.4772466834101664
0.45862,41.23693746968479,0.45715208621394854
0.46671,42.01332665819524,0.24959452982945482
0.47129,43.92516195759029,0.47724668341016746
0.47573,40.26389931845861,0.3392925639869155
0.49461,41.77976566715745,0.596558354262708
0.49682,41.79134797600983,0.6312419795105402
0.50309,42.16999404535474,0.48254942433694625
0.50605,41.0112392637177,0.47205921946005563
0.55507,40.888894600446065,0.5654876066448601
0.56391,40.69639183728668,0.477246683410166
0.57897,42.36524370012833,0.4720592194600569
0.58198,42.73728892766354,0.4825494243369474
0.59321,43.00737497867783,0.47724668341016685
0.59713,42.64406982817911,0.4620154062800547
0.60886,40.35801899362258,0.4669833138744633
0.61011,42.36974679749656,0.37439179474418266
0.62335,41.76761311885451,0.5714401077674369
0.66362,42.521932947588056,0.35023748540584815
0.67367,43.40739996371684,0.5049935836084316
0.71231,42.17781692966645,0.46201540628005566
0.71646,42.77351353982215,0.4825494243369463
0.4,43.17439881102794,0.4368642717369989
0.402,42.646971682827115,0.44488703024235554
0.41,43.182582884528614,0.4412617730567799
0.419,42.61712519818644,0.4281776582144736
0.434,43.36343759299581,0.4278763368504943
0.452,42.970734177470035,0.4412617730567799
0.458,44.837191862548224,0.43979188040835626
0.466,43.447092326799975,0.4257789038267175
0.466,44.00920313559777,0.44233697230886754
0.469,44.29886606593317,0.4431576345951547
0.47,43.16013449075558,0.42924454606716744
0.476,42.51179146773967,0.44394547038999066
0.477,44.043305868062816,0.43232934850097454
0.487,43.95342999662435,0.4246434934165128
0.494,43.69221054520844,0.42617682803590123
0.503,43.397898490494754,0.4367207080591359
0.51,42.9469330047757,0.4295220150691501
0.543,42.82341063656597,0.43429448190325176
0.546,44.11075786655863,0.4384703903830907
0.552,42.444904220704444,0.4461929608595052
0.552,43.45169195407476,0.42717490023270677
0.554,43.56423865666653,0.4322362142165066
0.562,43.10263601167074,0.43429448190325165
0.571,44.11603012978679,0.4303819190032225
0.571,44.25027883138006,0.42845195524087626
0.578,44.30733020502174,0.42653922329783645
0.579,44.645932684857655,0.43429448190325176
0.581,43.597670589436774,0.4365923363048562
0.589,44.01488183103004,0.43232934850097454
0.609,43.812739508428365,0.42870270745814554
0.618,42.36670371157214,0.4281776582144736
0.623,44.530896038882645,0.43429448190325176
0.629,44.1392458304033,0.43429448190325176
0.629,45.269492699965355,0.43429448190325176
0.629,44.16614496257077,0.42617682803590123
0.657,43.63336818542075,0.4361909643569777
0.662,43.358512307441856,0.4342944819032518
0.674,44.71556259798018,0.43429448190325176
0.695,43.19869117540355,0.4460321706033396
0.696,43.420033385921414,0.4321338128390565
0.711,43.45565691685886,0.4400340565539556
0.715,44.29097270501316,0.43753548549954474
0.75,43.90727533537293,0.42653922329783645
1.073,44.162102701190406,0.6580219422776543
1.08,44.17622575672283,0.4492701536930191
1.094,46.3522056137605,0.1660781957565016
1.122,46.466376264317944,0.276034628328338
1.521,45.9170191042262,0.40874774767364874
2.001,46.39891114544804,0.49128335056928923
2.009,44.60534087834412,1.139133067287218
2.018,45.22474259255938,0.908988450495178
2.03,43.34250320314868,0.624884146623384
2.058,46.524203539822395,0.714561304776831
2.064,44.94882388846602,0.49633655074657346
2.073,46.55209688099018,0.7560252102764536
2.075,45.23954296402519,0.9971046778390986
2.078,45.33638763049299,0.7178421188483501
2.081,43.624421972143864,1.3897423420904056
2.095,47.23612799045213,0.49445292057296225
2.107,46.36615407954116,1.1240563061025342
2.109,47.083126016745496,0.7347087099867042
2.113,45.43716974614546,1.0099871672168645
2.121,45.744026325837496,0.748783589488365
2.134,46.38778676479396,0.7960591317982211
2.173,46.123695995544665,0.7993149973679482
2.177,44.068017633017575,0.4110042415488187
2.196,46.40031868116398,0.43691597776987096
2.2,44.45911944691062,0.3832010134440458
2.206,43.11725209041646,0.5451395170333705
2.227,45.81074161418749,1.0663480582445912
2.24,45.933145447908174,0.9111073046921367
2.253,44.739166693037475,0.9650988486738931
2.255,46.90103194833205,0.3809600718449576
2.264,45.867498350164084,1.1483748319557139
2.306,44.88840647647061,1.0563919830079096
2.341,44.37961313573527,1.1104120275935414
2.345,45.57394037218464,0.4291447449636876
2.348,46.66666236845148,0.5361660270410515
2.352,46.113295926668286,0.8685889638065036
2.386,47.12265281236739,0.5099348124108631
2.4,44.85342592805446,1.0340344807220279
2.422,44.55870942393386,1.0152338537998093
2.439,46.51245655481,0.7664020268880914
2.443,44.07968877562999,0.5677052051022898
2.447,46.509891059809064,0.7634082689705598
2.49,44.22871291912688,0.6095361149519322
2.537,45.78135925007854,1.1214176762760022
2.541,44.99534234240497,1.0679372505817668
2.549,46.66835424512479,0.4036194069732824
2.557,43.973888415436676,0.3972205627163888
2.577,45.97339550492018,0.7976837422712786
2.599,46.98397544999554,0.40088721406454
